Date,City,State,SizeRank,ForSale_Inv,New_Listings,Avg_List_Price,%Change_LP,Avg_Sale_Price,%Change_SP,HVI,%Change_HVI,Avg_Rent,%Change_Rent
2018-09-30,Tucson,AZ,53,4925.0,1469.0,282467.0,0.71,213292.0,1.25,205931.0,0.69,1105.0,0.0
2018-09-30,Urban Honolulu,HI,54,4434.0,968.0,671667.0,0.35,578015.0,0.29,727373.0,0.17,2294.0,-0.17
2018-09-30,Tulsa,OK,55,7743.0,1564.0,203574.0,-0.02,167150.0,-0.3,145526.0,0.17,1016.0,0.89
2018-09-30,Fresno,CA,56,2639.0,981.0,335902.0,-0.81,273667.0,-0.85,259971.0,0.19,1443.0,0.98
2018-09-30,Worcester,MA,57,4072.0,1312.0,314137.0,-0.5,276483.0,-1.54,289185.0,0.24,1407.0,0.72
2018-09-30,Stamford,CT,58,7175.0,1213.0,746901.0,-1.69,418483.0,-5.99,422503.0,0.42,2125.0,0.09
2018-09-30,Albuquerque,NM,59,4582.0,1315.0,254967.0,-2.17,201500.0,-1.63,198896.0,0.08,1075.0,-0.46
2018-09-30,Albany,NY,60,3249.0,802.0,262239.0,-0.27,200000.0,-0.83,202444.0,0.43,1181.0,0.77
2018-09-30,Omaha,NE,61,4224.0,1506.0,301319.0,-0.84,193000.0,-0.34,193185.0,0.35,991.0,0.2
2018-09-30,New Haven,CT,62,4543.0,1014.0,317460.0,-1.63,232550.0,-3.27,229662.0,0.38,1535.0,0.72
2018-09-30,Bakersfield,CA,63,3518.0,963.0,270297.0,-1.8,239333.0,0.42,219521.0,0.15,1219.0,0.33
2018-09-30,Knoxville,TN,64,5653.0,1470.0,277308.0,-2.12,193333.0,-0.8,182165.0,0.35,1140.0,0.88
2018-09-30,Greenville,SC,65,6138.0,1295.0,267503.0,-1.79,200000.0,-1.08,197228.0,0.7,1180.0,0.6
2018-09-30,Ventura,CA,66,2634.0,853.0,728330.0,-2.63,599833.0,-0.28,613166.0,0.38,2364.0,-0.55
2018-09-30,Allentown,PA,67,4646.0,1317.0,262363.0,-1.39,198833.0,-1.81,207633.0,0.35,1347.0,0.52
2018-09-30,El Paso,TX,68,4186.0,716.0,188242.0,0.38,157133.0,-0.26,131141.0,0.33,1041.0,-0.86
2018-09-30,Baton Rouge,LA,69,5349.0,1149.0,244800.0,-0.81,204474.0,1.05,191473.0,-0.21,1197.0,0.42
2018-09-30,Dayton,OH,70,3576.0,1223.0,162395.0,-1.1,145217.0,-1.29,127974.0,0.37,984.0,-0.1
2018-09-30,Greensboro,NC,73,2762.0,801.0,251967.0,2.31,162417.0,-1.71,144794.0,0.18,1004.0,0.0
2018-09-30,Akron,OH,74,4775.0,1086.0,169600.0,-1.93,147833.0,-0.89,145875.0,0.54,911.0,0.0
2018-09-30,North Port-Sarasota-Bradenton,FL,75,8447.0,1726.0,364295.0,-1.09,270983.0,-0.38,275276.0,0.22,1574.0,1.09
2018-09-30,Little Rock,AR,76,5949.0,1147.0,176027.0,-0.87,162167.0,-1.99,148229.0,0.26,927.0,0.54
2018-09-30,Stockton,CA,77,2036.0,806.0,373680.0,-0.85,383333.0,-0.37,362583.0,0.16,1800.0,0.28
2018-09-30,Charleston,SC,78,7325.0,1390.0,368212.0,-1.72,276499.0,0.4,270987.0,0.46,1397.0,0.58
2018-09-30,Syracuse,NY,79,3374.0,825.0,145827.0,0.02,145167.0,-0.91,142204.0,0.19,1060.0,-1.4
2018-09-30,Colorado Springs,CO,80,3935.0,1470.0,408786.0,-2.14,310432.0,-1.27,298245.0,0.57,1369.0,-0.07
2018-09-30,Winston-Salem,NC,81,2811.0,804.0,251029.0,3.14,161000.0,0.05,147475.0,0.46,1156.0,0.52
2018-09-30,Springfield,MA,83,2371.0,712.0,257703.0,-2.46,218333.0,-2.22,230189.0,0.13,1307.0,0.08
2018-09-30,Fort Myers,FL,84,14021.0,1979.0,247632.0,-0.1,230218.0,-0.66,239673.0,0.23,1388.0,0.22
2018-09-30,Boise City,ID,85,4453.0,1966.0,351597.0,-0.95,282026.0,-0.61,276465.0,1.22,1221.0,0.25
2018-09-30,Toledo,OH,86,2855.0,868.0,145767.0,-1.44,131500.0,1.31,118329.0,-0.29,986.0,0.41
2018-09-30,Madison,WI,87,3487.0,932.0,311600.0,-1.57,262150.0,-2.78,273324.0,0.34,1165.0,0.09
2018-09-30,Lakeland,FL,88,4722.0,1153.0,235872.0,-0.59,193833.0,0.48,181043.0,0.84,1253.0,0.56
2018-09-30,Ogden,UT,89,3130.0,1085.0,381670.0,-1.28,270117.0,-0.89,301011.0,0.98,1210.0,-0.58
2018-09-30,Daytona Beach,FL,90,6252.0,1560.0,284567.0,-1.05,211667.0,1.89,210427.0,0.35,1294.0,0.0
2018-09-30,Des Moines,IA,91,4774.0,1228.0,285511.0,-1.12,210184.0,-1.09,202223.0,0.33,1055.0,-0.75
2018-09-30,Provo,UT,100,3392.0,889.0,391276.0,-0.44,306263.0,-0.27,346354.0,0.94,1287.0,-0.54
2018-09-30,Durham,NC,104,2499.0,634.0,365745.0,-1.31,275917.0,-1.05,258498.0,0.63,1287.0,0.08
2018-09-30,Fort Collins,CO,159,3429.0,633.0,437324.0,-1.42,382616.0,-0.21,400495.0,0.28,1502.0,-0.73
2018-10-31,New York,NY,1,89690.0,18543.0,549963.0,-0.24,423000.0,-1.93,474904.0,0.36,2675.0,-0.3
2018-10-31,Los Angeles-Long Beach-Anaheim,CA,2,30743.0,9741.0,786333.0,-2.08,648333.0,-0.26,665536.0,0.49,2387.0,0.21
2018-10-31,Chicago,IL,3,57922.0,11844.0,324933.0,-1.82,232102.0,-2.66,239699.0,0.21,1663.0,-0.66
2018-10-31,Dallas-Fort Worth,TX,4,34231.0,9488.0,340655.0,-0.97,261700.0,-1.87,249709.0,0.44,1370.0,0.29
2018-10-31,Philadelphia,PA,5,29798.0,7590.0,274766.0,-0.6,244717.0,-2.1,242557.0,0.31,1519.0,0.07
2018-10-31,Houston,TX,6,41091.0,7612.0,312919.0,-1.07,233179.0,-1.54,215108.0,0.48,1342.0,0.0
2018-10-31,Washington,DC,7,25794.0,7532.0,461633.0,-1.25,400933.0,-2.03,423325.0,0.25,1965.0,-0.25
2018-10-31,Miami-Fort Lauderdale,FL,8,61752.0,10624.0,397530.0,-0.08,280000.0,-0.37,292432.0,0.26,1888.0,0.37
2018-10-31,Atlanta,GA,9,36033.0,9336.0,325000.0,-1.41,241238.0,-0.34,230735.0,0.76,1377.0,0.29
2018-10-31,Boston,MA,10,17053.0,5829.0,536000.0,-0.67,445000.0,-2.91,487328.0,0.31,2438.0,-0.2
2018-10-31,San Francisco,CA,11,8855.0,4083.0,842329.0,-1.1,803333.0,-0.41,1147195.0,0.12,3032.0,-0.13
2018-10-31,Detroit,MI,12,21947.0,6971.0,244633.0,-2.77,185317.0,-2.11,172227.0,0.4,1134.0,-0.09
2018-10-31,Riverside,CA,13,22072.0,6242.0,399966.0,-0.83,368250.0,-0.59,371605.0,0.21,1817.0,0.33
2018-10-31,Phoenix,AZ,14,25583.0,8403.0,339600.0,-0.59,274556.0,0.09,265042.0,0.46,1259.0,0.48
2018-10-31,Seattle,WA,15,14980.0,5290.0,564667.0,-0.59,464178.0,-1.41,513327.0,0.29,1847.0,-0.27
2018-10-31,Minneapolis-St Paul,MN,16,16428.0,5345.0,355979.0,-1.06,264742.0,0.0,282488.0,0.49,1428.0,0.0
2018-10-31,San Diego,CA,17,10584.0,3442.0,689999.0,-2.31,590148.0,-0.83,591231.0,0.39,2262.0,-0.09
2018-10-31,St. Louis,MO,18,15611.0,4131.0,217667.0,-0.68,180467.0,-1.95,176378.0,0.44,1023.0,-0.2
2018-10-31,Tampa,FL,19,21611.0,5875.0,264042.0,-1.19,222700.0,-0.74,214863.0,0.64,1378.0,0.22
2018-10-31,Baltimore,MD,20,14559.0,3790.0,335633.0,-1.85,299000.0,-1.1,294956.0,0.04,1490.0,-0.13
2018-10-31,Denver,CO,21,17445.0,4831.0,487167.0,-1.42,412242.0,-0.8,433036.0,0.5,1601.0,-0.31
2018-10-31,Pittsburgh,PA,22,11705.0,2649.0,178267.0,-0.91,167000.0,-3.0,155408.0,0.36,1122.0,0.09
2018-10-31,Portland,OR,23,12161.0,3636.0,466304.0,-1.38,389987.0,-0.43,411151.0,0.12,1532.0,-0.39
2018-10-31,Charlotte,NC,24,13176.0,3484.0,325091.0,-1.95,248750.0,-0.23,227464.0,0.45,1314.0,-0.08
2018-10-31,Sacramento,CA,25,9273.0,3144.0,464667.0,-1.41,405000.0,-0.82,412599.0,0.07,1727.0,0.12
2018-10-31,San Antonio,TX,26,14286.0,2659.0,283657.0,-1.73,223938.0,-1.16,224807.0,0.34,1170.0,0.17
2018-10-31,Orlando,FL,27,14106.0,4246.0,314933.0,-1.56,254683.0,0.13,244620.0,0.71,1458.0,0.21
2018-10-31,Cleveland,OH,29,14378.0,2834.0,179930.0,-0.94,146450.0,-1.8,151096.0,0.32,1104.0,0.27
2018-10-31,Kansas City,MO,30,11776.0,3486.0,280283.0,2.75,210000.0,-1.25,198905.0,0.48,1057.0,-0.56
2018-10-31,Las Vegas,NV,31,11883.0,4562.0,333295.0,-2.34,294933.0,1.14,285422.0,0.65,1284.0,0.23
2018-10-31,Columbus,OH,32,7602.0,2889.0,283267.0,-3.96,198267.0,-1.39,201967.0,0.5,1129.0,0.0
2018-10-31,Indianapolis,IN,33,8900.0,3100.0,249600.0,-3.86,179600.0,-1.1,176114.0,0.38,1108.0,0.0
2018-10-31,Austin,TX,35,11074.0,2802.0,344313.0,-1.3,309827.0,-1.06,320449.0,0.44,1405.0,-0.07
2018-10-31,Virginia Beach,VA,36,12994.0,2522.0,273100.0,-0.82,244667.0,-0.68,239823.0,0.25,1254.0,0.0
2018-10-31,Nashville,TN,37,12062.0,2918.0,359800.0,-0.87,278633.0,-1.19,275685.0,0.5,1383.0,-0.07
2018-10-31,Providence,RI,38,8363.0,2073.0,365272.0,-0.49,274000.0,-1.26,312317.0,0.12,1372.0,-0.51
2018-10-31,Jacksonville,FL,40,12405.0,2539.0,297997.0,-1.43,242109.0,-0.59,223722.0,0.49,1258.0,0.0
2018-10-31,Memphis,TN,41,6771.0,1532.0,219100.0,0.75,177933.0,-1.75,147258.0,0.65,1080.0,0.09
2018-10-31,Oklahoma City,OK,42,8867.0,2011.0,246679.0,-0.69,173667.0,0.39,152480.0,0.34,1068.0,0.0
2018-10-31,Louisville-Jefferson County,KY,43,6029.0,1985.0,265700.0,-0.73,180667.0,-2.52,173188.0,0.32,1039.0,0.0
2018-10-31,Hartford,CT,44,6853.0,1501.0,293732.0,-0.58,227500.0,-3.12,236854.0,-0.07,1326.0,-0.15
2018-10-31,New Orleans,LA,46,4206.0,941.0,256600.0,-1.03,196150.0,-2.24,201156.0,0.19,1225.0,0.49
2018-10-31,Buffalo,NY,47,3705.0,1169.0,198803.0,-1.69,160817.0,-2.89,167088.0,0.6,981.0,-0.1
2018-10-31,Raleigh,NC,48,7759.0,1664.0,352927.0,-1.78,279083.0,-0.95,272507.0,0.46,1319.0,-0.38
2018-10-31,Birmingham,AL,49,7037.0,1563.0,234633.0,-1.52,195000.0,-1.26,167198.0,0.43,1060.0,0.86
2018-10-31,Salt Lake City,UT,50,5049.0,1872.0,432151.0,-1.66,317567.0,0.28,360125.0,0.53,1248.0,-0.16
2018-10-31,Grand Rapids,MI,52,4580.0,1678.0,285435.0,-1.05,196700.0,-0.97,206073.0,0.56,1118.0,-0.27
2018-10-31,Tucson,AZ,53,4949.0,1517.0,282467.0,0.0,213958.0,0.31,207227.0,0.63,1111.0,0.54
2018-10-31,Urban Honolulu,HI,54,4350.0,926.0,670000.0,-0.25,581000.0,0.52,727960.0,0.08,2292.0,-0.09
2018-10-31,Tulsa,OK,55,7552.0,1406.0,203543.0,-0.02,166667.0,-0.29,145968.0,0.3,1012.0,-0.39
2018-10-31,Fresno,CA,56,2663.0,939.0,333158.0,-0.82,273667.0,0.0,260375.0,0.16,1446.0,0.21
2018-10-31,Worcester,MA,57,4157.0,1276.0,310168.0,-1.26,268633.0,-2.84,289011.0,-0.06,1403.0,-0.28
2018-10-31,Stamford,CT,58,7035.0,1195.0,746545.0,-0.05,391817.0,-6.37,423706.0,0.28,2114.0,-0.52
2018-10-31,Albuquerque,NM,59,4496.0,1213.0,253300.0,-0.65,198167.0,-1.65,200194.0,0.65,1076.0,0.09
2018-10-31,Albany,NY,60,3227.0,730.0,261504.0,-0.28,195833.0,-2.08,202937.0,0.24,1181.0,0.0
2018-10-31,Omaha,NE,61,4188.0,1376.0,294575.0,-2.24,191667.0,-0.69,194121.0,0.48,992.0,0.1
2018-10-31,New Haven,CT,62,4485.0,944.0,313656.0,-1.2,229133.0,-1.47,230660.0,0.43,1523.0,-0.78
2018-10-31,Bakersfield,CA,63,3484.0,898.0,265980.0,-1.6,237667.0,-0.7,221291.0,0.81,1223.0,0.33
2018-10-31,Knoxville,TN,64,5578.0,1320.0,272308.0,-1.8,193000.0,-0.17,183030.0,0.47,1137.0,-0.26
2018-10-31,Greenville,SC,65,6046.0,1226.0,262818.0,-1.75,197932.0,-1.03,198262.0,0.52,1177.0,-0.25
2018-10-31,Ventura,CA,66,2623.0,799.0,711630.0,-2.29,604833.0,0.83,615267.0,0.34,2388.0,1.02
2018-10-31,Allentown,PA,67,4625.0,1200.0,257221.0,-1.96,197833.0,-0.5,208463.0,0.4,1334.0,-0.97
2018-10-31,El Paso,TX,68,4123.0,711.0,188456.0,0.11,155983.0,-0.73,131747.0,0.46,1041.0,0.0
2018-10-31,Baton Rouge,LA,69,5267.0,1070.0,242833.0,-0.8,203439.0,-0.51,190995.0,-0.25,1199.0,0.17
2018-10-31,Dayton,OH,70,3624.0,1167.0,158749.0,-2.25,139550.0,-3.9,128118.0,0.11,983.0,-0.1
2018-10-31,Greensboro,NC,73,2545.0,734.0,253633.0,0.66,158417.0,-2.46,144975.0,0.13,1005.0,0.1
2018-10-31,Akron,OH,74,4634.0,977.0,164600.0,-2.95,147500.0,-0.23,146238.0,0.25,912.0,0.11
2018-10-31,North Port-Sarasota-Bradenton,FL,75,8456.0,1915.0,360297.0,-1.1,267667.0,-1.22,276090.0,0.3,1572.0,-0.13
2018-10-31,Little Rock,AR,76,5893.0,1086.0,176181.0,0.09,159333.0,-1.75,148521.0,0.2,929.0,0.22
2018-10-31,Stockton,CA,77,2091.0,771.0,370152.0,-0.94,384667.0,0.35,365983.0,0.94,1797.0,-0.17
2018-10-31,Charleston,SC,78,7325.0,1396.0,362222.0,-1.63,275541.0,-0.35,272134.0,0.42,1395.0,-0.14
2018-10-31,Syracuse,NY,79,3259.0,710.0,144673.0,-0.79,142667.0,-1.72,142303.0,0.07,1059.0,-0.09
2018-10-31,Colorado Springs,CO,80,3787.0,1294.0,405194.0,-0.88,306765.0,-1.18,300451.0,0.74,1368.0,-0.07
2018-10-31,Winston-Salem,NC,81,2604.0,703.0,250933.0,-0.04,162083.0,0.67,148225.0,0.51,1154.0,-0.17
2018-10-31,Springfield,MA,83,2370.0,657.0,251484.0,-2.41,218333.0,0.0,230587.0,0.17,1304.0,-0.23
2018-10-31,Fort Myers,FL,84,14113.0,2166.0,247632.0,0.0,227668.0,-1.11,241093.0,0.59,1392.0,0.29
2018-10-31,Boise City,ID,85,4493.0,1833.0,348297.0,-0.94,280705.0,-0.47,280304.0,1.39,1215.0,-0.49
2018-10-31,Toledo,OH,86,2825.0,771.0,143467.0,-1.58,124917.0,-5.01,118091.0,-0.2,990.0,0.41
2018-10-31,Madison,WI,87,3356.0,821.0,304967.0,-2.13,258500.0,-1.39,274114.0,0.29,1176.0,0.94
2018-10-31,Lakeland,FL,88,4810.0,1140.0,233950.0,-0.81,195833.0,1.03,182325.0,0.71,1259.0,0.48
2018-10-31,Ogden,UT,89,3245.0,1045.0,375716.0,-1.56,269267.0,-0.31,304175.0,1.05,1220.0,0.83
2018-10-31,Daytona Beach,FL,90,6244.0,1547.0,280933.0,-1.28,212500.0,0.39,210813.0,0.18,1299.0,0.39
2018-10-31,Des Moines,IA,91,4793.0,1164.0,282276.0,-1.13,207017.0,-1.51,202839.0,0.3,1049.0,-0.57
2018-10-31,Provo,UT,100,3470.0,828.0,387976.0,-0.84,303846.0,-0.79,349473.0,0.9,1288.0,0.08
2018-10-31,Durham,NC,104,2491.0,597.0,362784.0,-0.81,275750.0,-0.06,260085.0,0.61,1293.0,0.47
2018-10-31,Fort Collins,CO,159,3462.0,641.0,434062.0,-0.75,381582.0,-0.27,403000.0,0.63,1505.0,0.2
2018-11-30,New York,NY,1,87397.0,16957.0,550000.0,0.01,416333.0,-1.58,476757.0,0.39,2666.0,-0.34
2018-11-30,Los Angeles-Long Beach-Anaheim,CA,2,30222.0,8662.0,774333.0,-1.53,646000.0,-0.36,667389.0,0.28,2394.0,0.29
2018-11-30,Chicago,IL,3,55207.0,9788.0,318300.0,-2.04,228167.0,-1.7,240479.0,0.33,1660.0,-0.18
2018-11-30,Dallas-Fort Worth,TX,4,33000.0,8433.0,339600.0,-0.31,259275.0,-0.93,250770.0,0.42,1374.0,0.29
2018-11-30,Philadelphia,PA,5,29275.0,7011.0,272132.0,-0.96,239663.0,-2.07,243618.0,0.44,1517.0,-0.13
2018-11-30,Houston,TX,6,39511.0,6728.0,309675.0,-1.04,231511.0,-0.72,215895.0,0.37,1346.0,0.3
2018-11-30,Washington,DC,7,24914.0,6683.0,456600.0,-1.09,397567.0,-0.84,424297.0,0.23,1964.0,-0.05
2018-11-30,Miami-Fort Lauderdale,FL,8,62416.0,10428.0,396400.0,-0.28,281000.0,0.36,294338.0,0.65,1894.0,0.32
2018-11-30,Atlanta,GA,9,34937.0,8235.0,321000.0,-1.23,241943.0,0.29,232379.0,0.71,1381.0,0.29
2018-11-30,Boston,MA,10,16800.0,5174.0,535833.0,-0.03,437333.0,-1.72,488394.0,0.22,2433.0,-0.21
2018-11-30,San Francisco,CA,11,8735.0,3604.0,837996.0,-0.51,803333.0,0.0,1142916.0,-0.37,3031.0,-0.03
2018-11-30,Detroit,MI,12,21113.0,5856.0,237967.0,-2.72,179983.0,-2.88,173142.0,0.53,1135.0,0.09
2018-11-30,Riverside,CA,13,21938.0,5764.0,399633.0,-0.08,371198.0,0.8,372377.0,0.21,1815.0,-0.11
2018-11-30,Phoenix,AZ,14,25780.0,7920.0,339267.0,-0.1,275667.0,0.4,266103.0,0.4,1265.0,0.48
2018-11-30,Seattle,WA,15,14296.0,4239.0,561333.0,-0.59,463272.0,-0.2,514669.0,0.26,1841.0,-0.32
2018-11-30,Minneapolis-St Paul,MN,16,15235.0,4191.0,351097.0,-1.37,265650.0,0.34,283681.0,0.42,1430.0,0.14
2018-11-30,San Diego,CA,17,10351.0,3009.0,681666.0,-1.21,586838.0,-0.56,592164.0,0.16,2265.0,0.13
2018-11-30,St. Louis,MO,18,14981.0,3536.0,214667.0,-1.38,177174.0,-1.82,177123.0,0.42,1022.0,-0.1
2018-11-30,Tampa,FL,19,21684.0,5694.0,262399.0,-0.62,224667.0,0.88,216270.0,0.65,1385.0,0.51
2018-11-30,Baltimore,MD,20,14170.0,3442.0,329000.0,-1.98,297833.0,-0.39,295465.0,0.17,1489.0,-0.07
2018-11-30,Denver,CO,21,16724.0,4088.0,480497.0,-1.37,409392.0,-0.69,435545.0,0.58,1601.0,0.0
2018-11-30,Pittsburgh,PA,22,11212.0,2223.0,175933.0,-1.31,164000.0,-1.8,155915.0,0.33,1126.0,0.36
2018-11-30,Portland,OR,23,11509.0,2987.0,463031.0,-0.7,385088.0,-1.26,412585.0,0.35,1531.0,-0.07
2018-11-30,Charlotte,NC,24,12594.0,2919.0,320872.0,-1.3,249473.0,0.29,228949.0,0.65,1322.0,0.61
2018-11-30,Sacramento,CA,25,8776.0,2574.0,457667.0,-1.51,406000.0,0.25,413550.0,0.23,1732.0,0.29
2018-11-30,San Antonio,TX,26,13802.0,2372.0,281468.0,-0.77,220971.0,-1.32,225333.0,0.23,1172.0,0.17
2018-11-30,Orlando,FL,27,13989.0,3920.0,308300.0,-2.11,254967.0,0.11,245767.0,0.47,1460.0,0.14
2018-11-30,Cleveland,OH,29,13726.0,2454.0,178267.0,-0.92,143117.0,-2.28,151991.0,0.59,1103.0,-0.09
2018-11-30,Kansas City,MO,30,10844.0,2944.0,286950.0,2.38,209333.0,-0.32,199771.0,0.44,1058.0,0.09
2018-11-30,Las Vegas,NV,31,12208.0,4065.0,324966.0,-2.5,297967.0,1.03,286354.0,0.33,1291.0,0.55
2018-11-30,Columbus,OH,32,7184.0,2411.0,274705.0,-3.02,196850.0,-0.71,202914.0,0.47,1132.0,0.27
2018-11-30,Indianapolis,IN,33,8632.0,2647.0,239900.0,-3.89,180300.0,0.39,177164.0,0.6,1109.0,0.09
2018-11-30,Austin,TX,35,10568.0,2442.0,340898.0,-0.99,302494.0,-2.37,320870.0,0.13,1410.0,0.36
2018-11-30,Virginia Beach,VA,36,12483.0,2194.0,271461.0,-0.6,244650.0,-0.01,240496.0,0.28,1258.0,0.32
2018-11-30,Nashville,TN,37,11891.0,2551.0,358133.0,-0.46,275967.0,-0.96,276716.0,0.37,1379.0,-0.29
2018-11-30,Providence,RI,38,8069.0,1758.0,361426.0,-1.05,272333.0,-0.61,312613.0,0.09,1384.0,0.87
2018-11-30,Jacksonville,FL,40,12107.0,2378.0,296167.0,-0.61,243776.0,0.69,224785.0,0.48,1260.0,0.16
2018-11-30,Memphis,TN,41,6501.0,1353.0,219133.0,0.02,177133.0,-0.45,148321.0,0.72,1083.0,0.28
2018-11-30,Oklahoma City,OK,42,8557.0,1822.0,246682.0,0.0,173333.0,-0.19,153129.0,0.43,1068.0,0.0
2018-11-30,Louisville-Jefferson County,KY,43,5931.0,1752.0,261866.0,-1.44,179300.0,-0.76,173375.0,0.11,1039.0,0.0
2018-11-30,Hartford,CT,44,6596.0,1305.0,290620.0,-1.06,216667.0,-4.76,237054.0,0.08,1332.0,0.45
2018-11-30,New Orleans,LA,46,4075.0,868.0,253300.0,-1.29,196150.0,0.0,201212.0,0.03,1229.0,0.33
2018-11-30,Buffalo,NY,47,3471.0,946.0,194502.0,-2.16,157817.0,-1.87,167506.0,0.25,987.0,0.61
2018-11-30,Raleigh,NC,48,7515.0,1481.0,347574.0,-1.52,280750.0,0.6,273617.0,0.41,1320.0,0.08
2018-11-30,Birmingham,AL,49,6747.0,1354.0,231000.0,-1.55,195000.0,0.0,168017.0,0.49,1064.0,0.38
2018-11-30,Salt Lake City,UT,50,4968.0,1600.0,426867.0,-1.22,317567.0,0.0,362381.0,0.63,1243.0,-0.4
2018-11-30,Grand Rapids,MI,52,4331.0,1345.0,286902.0,0.51,193367.0,-1.69,207192.0,0.54,1120.0,0.18
2018-11-30,Tucson,AZ,53,5044.0,1462.0,281300.0,-0.41,216792.0,1.32,208508.0,0.62,1116.0,0.45
2018-11-30,Urban Honolulu,HI,54,4303.0,913.0,665000.0,-0.75,580333.0,-0.11,725844.0,-0.29,2296.0,0.17
2018-11-30,Tulsa,OK,55,7160.0,1171.0,203543.0,0.0,166300.0,-0.22,146502.0,0.37,1005.0,-0.69
2018-11-30,Fresno,CA,56,2585.0,814.0,331100.0,-0.62,273333.0,-0.12,261807.0,0.55,1441.0,-0.35
2018-11-30,Worcester,MA,57,4022.0,1060.0,306983.0,-1.03,265817.0,-1.05,289571.0,0.19,1400.0,-0.21
2018-11-30,Stamford,CT,58,6791.0,1086.0,743305.0,-0.43,378117.0,-3.5,424118.0,0.1,2114.0,0.0
2018-11-30,Albuquerque,NM,59,4275.0,1046.0,253300.0,0.0,196667.0,-0.76,201094.0,0.45,1074.0,-0.19
2018-11-30,Albany,NY,60,3140.0,632.0,261798.0,0.11,194183.0,-0.84,202874.0,-0.03,1162.0,-1.61
2018-11-30,Omaha,NE,61,4061.0,1198.0,288088.0,-2.2,192000.0,0.17,195097.0,0.5,990.0,-0.2
2018-11-30,New Haven,CT,62,4278.0,797.0,310165.0,-1.11,218800.0,-4.51,230736.0,0.03,1523.0,0.0
2018-11-30,Bakersfield,CA,63,3319.0,770.0,262617.0,-1.26,234417.0,-1.37,221874.0,0.26,1224.0,0.08
2018-11-30,Knoxville,TN,64,5370.0,1094.0,268975.0,-1.22,199633.0,3.44,183853.0,0.45,1135.0,-0.18
2018-11-30,Greenville,SC,65,5847.0,1062.0,258416.0,-1.67,199598.0,0.84,199529.0,0.64,1177.0,0.0
2018-11-30,Ventura,CA,66,2497.0,668.0,696630.0,-2.11,603667.0,-0.19,615031.0,-0.04,2394.0,0.25
2018-11-30,Allentown,PA,67,4494.0,1038.0,253337.0,-1.51,193667.0,-2.11,209245.0,0.38,1344.0,0.75
2018-11-30,El Paso,TX,68,4071.0,664.0,188651.0,0.1,156717.0,0.47,132403.0,0.5,1046.0,0.48
2018-11-30,Baton Rouge,LA,69,5163.0,955.0,241430.0,-0.58,205839.0,1.18,190094.0,-0.47,1188.0,-0.92
2018-11-30,Dayton,OH,70,3541.0,976.0,156077.0,-1.68,138550.0,-0.72,128666.0,0.43,979.0,-0.41
2018-11-30,Greensboro,NC,73,2459.0,652.0,249000.0,-1.83,161417.0,1.89,145946.0,0.67,1000.0,-0.5
2018-11-30,Akron,OH,74,4367.0,820.0,159900.0,-2.86,150000.0,1.69,146867.0,0.43,913.0,0.11
2018-11-30,North Port-Sarasota-Bradenton,FL,75,8729.0,2038.0,356633.0,-1.02,269333.0,0.62,276911.0,0.3,1585.0,0.83
2018-11-30,Little Rock,AR,76,5733.0,948.0,176211.0,0.02,161472.0,1.34,149023.0,0.34,931.0,0.22
2018-11-30,Stockton,CA,77,2033.0,645.0,368228.0,-0.52,383000.0,-0.43,368261.0,0.62,1801.0,0.22
2018-11-30,Charleston,SC,78,7238.0,1243.0,358479.0,-1.03,279025.0,1.26,272718.0,0.21,1390.0,-0.36
2018-11-30,Syracuse,NY,79,3029.0,567.0,143519.0,-0.8,140667.0,-1.4,142404.0,0.07,1053.0,-0.57
2018-11-30,Colorado Springs,CO,80,3536.0,1113.0,404117.0,-0.27,304167.0,-0.85,302901.0,0.82,1368.0,0.0
2018-11-30,Winston-Salem,NC,81,2494.0,603.0,246567.0,-1.74,162417.0,0.21,149030.0,0.54,1158.0,0.35
2018-11-30,Springfield,MA,83,2274.0,564.0,246851.0,-1.84,218333.0,0.0,230483.0,-0.05,1306.0,0.15
2018-11-30,Fort Myers,FL,84,14646.0,2316.0,247516.0,-0.05,227450.0,-0.1,242360.0,0.53,1402.0,0.72
2018-11-30,Boise City,ID,85,4335.0,1518.0,344963.0,-0.96,279755.0,-0.34,284537.0,1.51,1222.0,0.58
2018-11-30,Toledo,OH,86,2675.0,628.0,142133.0,-0.93,122250.0,-2.14,118170.0,0.07,976.0,-1.41
2018-11-30,Madison,WI,87,3130.0,666.0,301633.0,-1.09,255833.0,-1.03,274965.0,0.31,1176.0,0.0
2018-11-30,Lakeland,FL,88,4848.0,1043.0,231888.0,-0.88,195667.0,-0.08,183013.0,0.38,1262.0,0.24
2018-11-30,Ogden,UT,89,3139.0,876.0,373965.0,-0.47,270950.0,0.63,307086.0,0.96,1228.0,0.66
2018-11-30,Daytona Beach,FL,90,6235.0,1460.0,277497.0,-1.22,213500.0,0.47,211277.0,0.22,1304.0,0.38
2018-11-30,Des Moines,IA,91,4662.0,986.0,280530.0,-0.62,207017.0,0.0,203148.0,0.15,1042.0,-0.67
2018-11-30,Provo,UT,100,3504.0,720.0,382251.0,-1.48,304596.0,0.25,353414.0,1.13,1284.0,-0.31
2018-11-30,Durham,NC,104,2390.0,510.0,362481.0,-0.08,277083.0,0.48,261749.0,0.64,1297.0,0.31
2018-11-30,Fort Collins,CO,159,3405.0,551.0,430105.0,-0.91,385000.0,0.9,405428.0,0.6,1488.0,-1.13
